ClockLab,,,,
1873L,,,,
16-Nov-20,6:00,,,
Day,Hr,Min,Cnts/min,Lights
5,6,55,0,0
5,7,0,0,198.6
5,7,5,0,197.4
5,7,10,0,146.6
5,7,15,0,246.6
5,7,20,0,193.8
5,7,25,15.6,243.2
5,7,30,12,240
5,7,35,15.6,238
5,7,40,29,232.4
5,7,45,10.2,239
5,7,50,17.4,243.6
5,7,55,15,240.6
5,8,0,6,241.8
5,8,5,1.6,239.6
5,8,10,0,243.8
5,8,15,0,240
5,8,20,0,240.4
5,8,25,0,245.8
5,8,30,0,239
5,8,35,0,241.6
5,8,40,0,240
5,8,45,0,240.8
5,8,50,0,241.2
5,8,55,0,238.4
5,9,0,0,242.8
5,9,5,0,241
5,9,10,0,239.2
5,9,15,0,245.6
5,9,20,0,240.6
5,9,25,0,239.6
5,9,30,0,238.2
5,9,35,0,238.2
5,9,40,0,244.4
5,9,45,0,241.6
5,9,50,0,239.8
5,9,55,0,244.4
5,10,0,0,242
5,10,5,0,238.2
5,10,10,0,241
5,10,15,0,244
5,10,20,0,238.8
5,10,25,4.2,240
5,10,30,39.4,237
5,10,35,25.6,230.6
5,10,40,26.4,230.6
5,10,45,26.2,236.2
5,10,50,7.8,239.8
5,10,55,0,241.2
5,11,0,0,240.6
5,11,5,0,243.4
5,11,10,0,239
5,11,15,0.8,235.8
5,11,20,14.8,237.4
5,11,25,0,238.6
5,11,30,0,234.2
5,11,35,0,238
5,11,40,0,237
5,11,45,0,250.2
5,11,50,0,237.8
5,11,55,0,240
5,12,0,0,234.8
5,12,5,0,241.2
5,12,10,0,244.6
5,12,15,0,237.2
5,12,20,0,243.6
5,12,25,0,240.6
5,12,30,0,240.2
5,12,35,0,236
5,12,40,0,235.2
5,12,45,4.8,243.4
5,12,50,0.6,231
5,12,55,11.2,237.4
5,13,0,23.4,230.6
5,13,5,36.8,230.4
5,13,10,0,236.2
5,13,15,0,234.6
5,13,20,0,238.8
5,13,25,0,236.2
5,13,30,0,233.2
5,13,35,0,239
5,13,40,0,232.8
5,13,45,0,240
5,13,50,0,234.2
5,13,55,0,236.6
5,14,0,2.2,240.4
5,14,5,0,240.4
5,14,10,0,237.4
5,14,15,0.6,235.6
5,14,20,31,231.4
5,14,25,0.4,232
5,14,30,0,236.8
5,14,35,0,235.6
5,14,40,0,238.8
5,14,45,0,236.6
5,14,50,0,243.8
5,14,55,0,234
5,15,0,0,233.8
5,15,5,0,239
5,15,10,0,238.4
5,15,15,3.6,239.6
5,15,20,22.4,236.2
5,15,25,10.8,240.2
5,15,30,0,235.2
5,15,35,0,241.2
5,15,40,1.8,242
5,15,45,0,239.8
5,15,50,0,237
5,15,55,0,233.2
5,16,0,0,244.2
5,16,5,0,238.4
5,16,10,0,237.2
5,16,15,0,238.4
5,16,20,0,237.6
5,16,25,0,240.6
5,16,30,0,234.6
5,16,35,0,235.4
5,16,40,0,232.2
5,16,45,0,234.8
5,16,50,18.6,231.4
5,16,55,16.2,231.6
5,17,0,15.8,229.6
5,17,5,21.2,235.2
5,17,10,6.8,240.2
5,17,15,0,237.2
5,17,20,0,241.8
5,17,25,0,237.4
5,17,30,0,231
5,17,35,0,228.8
5,17,40,0,236
5,17,45,0,229.8
5,17,50,0,237.6
5,17,55,0,230.2
5,18,0,0,237
5,18,5,0,241.6
5,18,10,0,236.8
5,18,15,0,237.6
5,18,20,0,238
5,18,25,11.2,233.4
5,18,30,0,241.4
5,18,35,0,238
5,18,40,22.6,235.6
5,18,45,37.8,227.2
5,18,50,36.2,234.8
5,18,55,23.4,235
5,19,0,1.8,47.4
5,19,5,34.2,0
5,19,10,39.4,0
5,19,15,24.2,0
5,19,20,35,0
5,19,25,32,0
5,19,30,23,0
5,19,35,27.8,0
5,19,40,23.8,0
5,19,45,25.4,0
5,19,50,9.4,0
5,19,55,25.6,0
5,20,0,20.4,0
5,20,5,30.2,0
5,20,10,28.8,0
5,20,15,8.8,0
5,20,20,39.2,0
5,20,25,27.4,0
5,20,30,32.8,0
5,20,35,33.2,0
5,20,40,20.4,0
5,20,45,20.6,0
5,20,50,16.4,0
5,20,55,28.2,0
5,21,0,10.8,0
5,21,5,23.4,0
5,21,10,21.6,0
5,21,15,43.6,0
5,21,20,45,0
5,21,25,33,0
5,21,30,30.4,0
5,21,35,16.4,0
5,21,40,33.4,0
5,21,45,35.6,0
5,21,50,34.8,0
5,21,55,35,0
5,22,0,32.6,0
5,22,5,16.6,0
5,22,10,34.8,0
5,22,15,25.8,0
5,22,20,29.8,0
5,22,25,54.6,0
5,22,30,40.6,0
5,22,35,36.4,0
5,22,40,44.8,0
5,22,45,19.6,0
5,22,50,55,0
5,22,55,24.6,0
5,23,0,30.4,0
5,23,5,29.8,0
5,23,10,13.8,0
5,23,15,36.4,0
5,23,20,33.2,0
5,23,25,32.6,0
5,23,30,56.2,0
5,23,35,29.6,0
5,23,40,36.4,0
5,23,45,24.2,0
5,23,50,20.6,0
5,23,55,26.4,0
6,0,0,42.4,0
6,0,5,27,0
6,0,10,5,0
6,0,15,57.8,0
6,0,20,43.2,0
6,0,25,5.4,0
6,0,30,0,0
6,0,35,0,0
6,0,40,0,0
6,0,45,0,0
6,0,50,0,0
6,0,55,0,0
6,1,0,0,0
6,1,5,0,0
6,1,10,0,0
6,1,15,0,0
6,1,20,0,0
6,1,25,0,0
6,1,30,0,0
6,1,35,0,0
6,1,40,0,0
6,1,45,0,0
6,1,50,0,0
6,1,55,0,0
6,2,0,0,0
6,2,5,0,0
6,2,10,0,0
6,2,15,0,0
6,2,20,0,0
6,2,25,0,0
6,2,30,0,0
6,2,35,0,0
6,2,40,3,0
6,2,45,30.8,0
6,2,50,42.2,0
6,2,55,41.8,0
6,3,0,27,0
6,3,5,33.6,0
6,3,10,26.8,0
6,3,15,32.4,0
6,3,20,35.6,0
6,3,25,66.2,0
6,3,30,22.8,0
6,3,35,40,0
6,3,40,18.8,0
6,3,45,19.6,0
6,3,50,43.6,0
6,3,55,55,0
6,4,0,27.2,0
6,4,5,50,0
6,4,10,53.6,0
6,4,15,6.2,0
6,4,20,23.4,0
6,4,25,11,0
6,4,30,43.8,0
6,4,35,27.8,0
6,4,40,6.8,0
6,4,45,0,0
6,4,50,0,0
6,4,55,0,0
6,5,0,0,0
6,5,5,0,0
6,5,10,0,0
6,5,15,0,0
6,5,20,0,0
6,5,25,0,0
6,5,30,0,0
6,5,35,0,0
6,5,40,0,0
6,5,45,0,0
6,5,50,0,0
6,5,55,0,0
6,6,0,4.6,0
6,6,5,47.6,0
6,6,10,45.8,0
6,6,15,16.8,0
6,6,20,33.6,0
6,6,25,28,0
6,6,30,31,0
6,6,35,40.2,0
6,6,40,11,0
6,6,45,27.2,0
6,6,50,2,0
6,6,55,0,0
6,7,0,28.2,144.6
6,7,5,29.4,243
6,7,10,30.4,241.8
6,7,15,31.8,239.6
6,7,20,17.2,244.4
6,7,25,33.4,237.4
6,7,30,16.6,242.2
6,7,35,1,238.8
6,7,40,0,237.6
6,7,45,0,244.4
6,7,50,0,243
6,7,55,0,242.4
6,8,0,0,243
6,8,5,0,244.2
6,8,10,0,247.4
6,8,15,0,240
6,8,20,2.4,245.6
6,8,25,0,242.2
6,8,30,0,247.2
6,8,35,0,236.4
6,8,40,0,244.6
6,8,45,0,247
6,8,50,0,237.6
6,8,55,0,243.8
6,9,0,0,240.8
6,9,5,0,240.6
6,9,10,0,238
6,9,15,0,238.8
6,9,20,0,239.8
6,9,25,0,245.6
6,9,30,0,246
6,9,35,0,241.6
6,9,40,0,237
6,9,45,0,245.6
6,9,50,0,237.4
6,9,55,0,242.6
6,10,0,0,247.2
6,10,5,0,238.6
6,10,10,0,243.4
6,10,15,5,237
6,10,20,25.6,240.8
6,10,25,32.8,232.6
6,10,30,10.4,241.2
6,10,35,28.2,235.6
6,10,40,23.2,239.8
6,10,45,48.6,234.8
6,10,50,13.4,240.4
6,10,55,2.2,238.4
6,11,0,0,239
6,11,5,0,231.4
6,11,10,0,238.6
6,11,15,0,236.2
6,11,20,0,237.2
6,11,25,0,239
6,11,30,0,238.4
6,11,35,0,239.2
6,11,40,0,235.4
6,11,45,0,236.4
6,11,50,0,237.2
6,11,55,0,239.6
6,12,0,0,243.8
6,12,5,0,233.4
6,12,10,0,239.4
6,12,15,0,235.4
6,12,20,0,239.8
6,12,25,0,241.8
6,12,30,0,233.2
6,12,35,0,238.6
6,12,40,0,243.2
6,12,45,0,240
6,12,50,0,240.4
6,12,55,0,234
6,13,0,0,241.6
6,13,5,0,233.2
6,13,10,0,237.6
6,13,15,2.2,236.6
6,13,20,25.6,231.2
6,13,25,0,232.2
6,13,30,14.8,237.6
6,13,35,15.6,229.6
6,13,40,0,234.8
6,13,45,0,237.8
6,13,50,0,236
6,13,55,0,240.8
6,14,0,0,245.4
6,14,5,0,237
6,14,10,0,237.4
6,14,15,0,237.6
6,14,20,0,234
6,14,25,0,229
6,14,30,0,234
6,14,35,0,234.4
6,14,40,0,237
6,14,45,0,237
6,14,50,0,241
6,14,55,0,232.6
6,15,0,0,238.6
6,15,5,0,240.6
6,15,10,0,242
6,15,15,0,235.6
6,15,20,0,236.8
6,15,25,22,236.8
6,15,30,15,228
6,15,35,0,234.6
6,15,40,15.4,232.8
6,15,45,36.8,238.6
6,15,50,38,219.4
6,15,55,11.4,233.2
6,16,0,0,234
6,16,5,0,233.8
6,16,10,0,234
6,16,15,0,236.8
6,16,20,0,237.2
6,16,25,0,240.2
6,16,30,0,227.8
6,16,35,0,238.8
6,16,40,0,238.4
6,16,45,0,234
6,16,50,0,238.8
6,16,55,0,237.8
6,17,0,0,233.6
6,17,5,0,230.8
6,17,10,0,237
6,17,15,0,235
6,17,20,0,231.6
6,17,25,0,235.2
6,17,30,0,235.2
6,17,35,0,238.2
6,17,40,0,234.4
6,17,45,0,238
6,17,50,6.2,233.2
6,17,55,0,231.8
6,18,0,37,232.2
6,18,5,41.2,222.4
6,18,10,31.2,233.6
6,18,15,22.6,228.4
6,18,20,21.2,228.6
6,18,25,0,236.4
6,18,30,0,237.4
6,18,35,0,236.2
6,18,40,0,236.6
6,18,45,0,237.6
6,18,50,0,237.8
6,18,55,0,242.6
6,19,0,0,48.6
6,19,5,19,0
6,19,10,46,0
6,19,15,49.2,0
6,19,20,29.6,0
6,19,25,37,0
6,19,30,9.2,0
6,19,35,34.4,0
6,19,40,26.8,0
6,19,45,35.6,0
6,19,50,31.6,0
6,19,55,51.6,0
6,20,0,55,0
6,20,5,32.4,0
6,20,10,14.2,0
6,20,15,31.2,0
6,20,20,34,0
6,20,25,47.2,0
6,20,30,25,0
6,20,35,32,0
6,20,40,31.2,0
6,20,45,30.6,0
6,20,50,31.4,0
6,20,55,61.4,0
6,21,0,28.2,0
6,21,5,49.4,0
6,21,10,41.8,0
6,21,15,13.4,0
6,21,20,60.8,0
6,21,25,38,0
6,21,30,51.8,0
6,21,35,39,0
6,21,40,42.4,0
6,21,45,67,0
6,21,50,45,0
6,21,55,14.8,0
6,22,0,32.4,0
6,22,5,4.6,0
6,22,10,54.8,0
6,22,15,28.8,0
6,22,20,19.2,0
6,22,25,10.8,0
6,22,30,29.2,0
6,22,35,6.4,0
6,22,40,65.2,0
6,22,45,74.4,0
6,22,50,43,0
6,22,55,35.6,0
6,23,0,47.8,0
6,23,5,40,0
6,23,10,27,0
6,23,15,33.2,0
6,23,20,40.2,0
6,23,25,42.8,0
6,23,30,14,0
6,23,35,15.4,0
6,23,40,24.6,0
6,23,45,53,0
6,23,50,39.4,0
6,23,55,50.4,0
7,0,0,6,0
7,0,5,21.4,0
7,0,10,16.6,0
7,0,15,25.6,0
7,0,20,37.2,0
7,0,25,45.4,0
7,0,30,34.6,0
7,0,35,34,0
7,0,40,66.8,0
7,0,45,54,0
7,0,50,46,0
7,0,55,3.8,0
7,1,0,48.4,0
7,1,5,35.8,0
7,1,10,48,0
7,1,15,8.4,0
7,1,20,0,0
7,1,25,0,0
7,1,30,0,0
7,1,35,0,0
7,1,40,0,0
7,1,45,0,0
7,1,50,0,0
7,1,55,0,0
7,2,0,0,0
7,2,5,0,0
7,2,10,0,0
7,2,15,0,0
7,2,20,0,0
7,2,25,0,0
7,2,30,0,0
7,2,35,0,0
7,2,40,0,0
7,2,45,0,0
7,2,50,0,0
7,2,55,0,0
7,3,0,0,0
7,3,5,0,0
7,3,10,0,0
7,3,15,0,0
7,3,20,0,0
7,3,25,0,0
7,3,30,0,0
7,3,35,0,0
7,3,40,0,0
7,3,45,0,0
7,3,50,5,0
7,3,55,53.6,0
7,4,0,28.8,0
7,4,5,16,0
7,4,10,22.8,0
7,4,15,36,0
7,4,20,28.8,0
7,4,25,12.6,0
7,4,30,26.4,0
7,4,35,51,0
7,4,40,8.4,0
7,4,45,58.6,0
7,4,50,45,0
7,4,55,61.4,0
7,5,0,30.2,0
7,5,5,29.4,0
7,5,10,37.8,0
7,5,15,31.8,0
7,5,20,12.2,0
7,5,25,34.4,0
7,5,30,25.8,0
7,5,35,16.6,0
7,5,40,40.2,0
7,5,45,51.8,0
7,5,50,19.4,0
7,5,55,29.8,0
7,6,0,30.2,0
7,6,5,7.8,0
7,6,10,38,0
7,6,15,16.8,0
7,6,20,10,0
7,6,25,0,0
7,6,30,0,0
7,6,35,0,0
7,6,40,0,0
7,6,45,0,0
7,6,50,0,0
7,6,55,0,0
7,7,0,0,200.8
7,7,5,0,243.6
7,7,10,0,241.8
7,7,15,0,237
7,7,20,0,233
7,7,25,0,236
7,7,30,0,234.4
7,7,35,0,233
7,7,40,0,239.4
7,7,45,0,234.8
7,7,50,0,230.6
7,7,55,0,237.2
7,8,0,0,235.6
7,8,5,0,235.8
7,8,10,0,230.6
7,8,15,0,230.4
7,8,20,0,238.4
7,8,25,0,230.6
7,8,30,0,232
7,8,35,0,238.6
7,8,40,0,228.8
7,8,45,23.2,232.4
7,8,50,42.6,232.6
7,8,55,30.6,224.4
7,9,0,23.6,230
7,9,5,40.2,226.4
7,9,10,41.4,224.8
7,9,15,30.6,231.8
7,9,20,24.6,230.8
7,9,25,20,226.8
7,9,30,22.6,227.4
7,9,35,40.6,230.4
7,9,40,18.4,229.6
7,9,45,9.2,237
7,9,50,0,233
7,9,55,0,228.8
7,10,0,0,227.2
7,10,5,0,234.8
7,10,10,0,231.4
7,10,15,0,236.4
7,10,20,0,229.6
7,10,25,0,233
7,10,30,0,233.2
7,10,35,0,233.6
7,10,40,0,236.4
7,10,45,0,228.4
7,10,50,0,232.4
7,10,55,0,229.4
7,11,0,0,230.6
7,11,5,0,232.4
7,11,10,0,229.6
7,11,15,0,231
7,11,20,0,226.8
7,11,25,0,236.2
7,11,30,0,225.8
7,11,35,0,232.8
7,11,40,0,232.8
7,11,45,0,235.2
7,11,50,0,231.4
7,11,55,0,232.6
7,12,0,0,234.2
7,12,5,0,234.4
7,12,10,0,226
7,12,15,0,229.6
7,12,20,0,236.4
7,12,25,0,234.2
7,12,30,0,236.6
7,12,35,0,234.2
7,12,40,0,234
7,12,45,36.2,218
7,12,50,25.4,221.4
7,12,55,30.6,218.4
7,13,0,28.4,224.6
7,13,5,5.4,235.2
7,13,10,0,229.2
7,13,15,0,228
7,13,20,0,224.6
7,13,25,0,226.2
7,13,30,0,227.6
7,13,35,0,228.8
7,13,40,0,225.4
7,13,45,0,232.8
7,13,50,0,224.2
7,13,55,0,230.6
7,14,0,0,226.2
7,14,5,0,226.6
7,14,10,0,231
7,14,15,0,224.8
7,14,20,0,223.2
7,14,25,0,226.2
7,14,30,0,227.8
7,14,35,0,226.2
7,14,40,0,228
7,14,45,0,229
7,14,50,0,228.6
7,14,55,0,234.8
7,15,0,0,222.4
7,15,5,0,225.4
7,15,10,0,224
7,15,15,0,231.4
7,15,20,0,222.6
7,15,25,39.4,220.4
7,15,30,16.4,224
7,15,35,0,224
7,15,40,0,232.4
7,15,45,6.2,223.4
7,15,50,0,224
7,15,55,2.4,228.8
7,16,0,19.4,223.8
7,16,5,0,231.8
7,16,10,0,235.2
7,16,15,0,227
7,16,20,0,228.8
7,16,25,0,226.6
7,16,30,0,232.6
7,16,35,0,222
7,16,40,0,231.8
7,16,45,0,226.8
7,16,50,0,228.4
7,16,55,0,231.6
7,17,0,0,223.8
7,17,5,0,233.2
7,17,10,0,226.6
7,17,15,0,227
7,17,20,0,233.2
7,17,25,16.2,219.8
7,17,30,3.8,230.2
7,17,35,22.2,229.4
7,17,40,19,225.6
7,17,45,4.6,232.4
7,17,50,0,231.8
7,17,55,3,229.6
7,18,0,0,231.6
7,18,5,0,233.6
7,18,10,0,232
7,18,15,0,235.6
7,18,20,0,226.4
7,18,25,0,231.6
7,18,30,0,229.2
7,18,35,0,226.8
7,18,40,18.2,225.4
7,18,45,37.2,215.8
7,18,50,4.2,229.4
7,18,55,4.8,229
7,19,0,34.4,47.6
7,19,5,27.2,0
7,19,10,29.6,0
7,19,15,44.4,0
7,19,20,27.4,0
7,19,25,39,0
7,19,30,36.6,0
7,19,35,20.2,0
7,19,40,14.8,0
7,19,45,14.6,0
7,19,50,44,0
7,19,55,37,0
7,20,0,56.8,0
7,20,5,34,0
7,20,10,28.2,0
7,20,15,34.8,0
7,20,20,13.6,0
7,20,25,17.8,0
7,20,30,8.8,0
7,20,35,28.2,0
7,20,40,24,0
7,20,45,48.2,0
7,20,50,29,0
7,20,55,3,0
7,21,0,9.6,0
7,21,5,58.4,0
7,21,10,56,0
7,21,15,44,0
7,21,20,23.4,0
7,21,25,58.4,0
7,21,30,34.4,0
7,21,35,15,0
7,21,40,37.2,0
7,21,45,55,0
7,21,50,16.8,0
7,21,55,33.8,0
7,22,0,37.6,0
7,22,5,33.4,0
7,22,10,64.2,0
7,22,15,52.4,0
7,22,20,32,0
7,22,25,48.4,0
7,22,30,23.4,0
7,22,35,63.6,0
7,22,40,57.2,0
7,22,45,31.2,0
7,22,50,39.6,0
7,22,55,30.8,0
7,23,0,50.2,0
7,23,5,70.4,0
7,23,10,74.6,0
7,23,15,95.8,0
7,23,20,50.2,0
7,23,25,87.4,0
7,23,30,73,0
7,23,35,74.6,0
7,23,40,74.4,0
7,23,45,54.6,0
7,23,50,69,0
7,23,55,76.2,0
8,0,0,91.2,0
8,0,5,70.2,0
8,0,10,93,0
8,0,15,66.4,0
8,0,20,56,0
8,0,25,80.4,0
8,0,30,82,0
8,0,35,56.6,0
8,0,40,75.2,0
8,0,45,75,0
8,0,50,53,0
8,0,55,91,0
8,1,0,57.2,0
8,1,5,74.4,0
8,1,10,79.4,0
8,1,15,84.6,0
8,1,20,86.8,0
8,1,25,99.6,0
8,1,30,73.6,0
8,1,35,67,0
8,1,40,77.8,0
8,1,45,77.6,0
8,1,50,92.8,0
8,1,55,83,0
8,2,0,83.6,0
8,2,5,80.8,0
8,2,10,77.2,0
8,2,15,61,0
8,2,20,84.8,0
8,2,25,78.8,0
8,2,30,92,0
8,2,35,85.4,0
8,2,40,85.8,0
8,2,45,80.8,0
8,2,50,76.2,0
8,2,55,81.4,0
8,3,0,57.4,0
8,3,5,33.4,0
8,3,10,30.2,0
8,3,15,39.6,0
8,3,20,23.4,0
8,3,25,77.8,0
8,3,30,85,0
8,3,35,52.6,0
8,3,40,66.6,0
8,3,45,19,0
8,3,50,22,0
8,3,55,18.8,0
8,4,0,27.4,0
8,4,5,63.6,0
8,4,10,0,0
8,4,15,34.8,0
8,4,20,0,0
8,4,25,9.6,0
8,4,30,76.4,0
8,4,35,1.2,0
8,4,40,28.2,0
8,4,45,19.8,0
8,4,50,0,0
8,4,55,40.4,0
8,5,0,70.8,0
8,5,5,22.2,0
8,5,10,46,0
8,5,15,79,0
8,5,20,44.2,0
8,5,25,88.6,0
8,5,30,46,0
8,5,35,72.4,0
8,5,40,58.6,0
8,5,45,35.8,0
8,5,50,44.8,0
8,5,55,44.8,0
8,6,0,25,0
8,6,5,17,0
8,6,10,2,0
8,6,15,27.6,0
8,6,20,35.4,0
8,6,25,0,0
8,6,30,23.6,0
8,6,35,0,0
8,6,40,0,0
8,6,45,6.6,0
8,6,50,30.6,0
8,6,55,0,0
8,7,0,46.6,189
8,7,5,41.6,247.6
8,7,10,0,198.8
8,7,15,0,245.6
8,7,20,0,245.6
8,7,25,0,247
8,7,30,0,199.6
8,7,35,0,245.6
8,7,40,0,242.6
8,7,45,0,193.8
8,7,50,0,248.4
8,7,55,0,241.2
8,8,0,0,240.2
8,8,5,39.6,237.8
8,8,10,0,242.8
8,8,15,0,241.4
8,8,20,0,243.2
8,8,25,0,246.6
8,8,30,0,245.6
8,8,35,0,237.4
8,8,40,0,235.4
8,8,45,0,237.6
8,8,50,0,240.4
8,8,55,0,241.2
8,9,0,0,237.4
8,9,5,0,237.6
8,9,10,0,236
8,9,15,0,238.8
8,9,20,29.2,236
8,9,25,29.8,236.4
8,9,30,32.8,238
8,9,35,30.6,234.8
8,9,40,28.6,239.2
8,9,45,2,248.4
8,9,50,0,241.2
8,9,55,0,249.8
8,10,0,0,252.2
8,10,5,0,242.6
8,10,10,0,238
8,10,15,0,240.2
8,10,20,0,240.6
8,10,25,0,237.8
8,10,30,0,243.4
8,10,35,0,239
8,10,40,0,243.8
8,10,45,0,247
8,10,50,0,248.2
8,10,55,0,244.6
8,11,0,0,243
8,11,5,0,241.6
8,11,10,0,236.6
8,11,15,0,243.4
8,11,20,0,240.4
8,11,25,0,239.8
8,11,30,0,238.2
8,11,35,0,234.6
8,11,40,0,238
8,11,45,0,236.6
8,11,50,0,233.8
8,11,55,0,238.4
8,12,0,0,235.6
8,12,5,0,235.4
8,12,10,7.4,237.4
8,12,15,0,247.6
8,12,20,9.8,234.4
8,12,25,18.4,242.4
8,12,30,32,240.4
8,12,35,0,240.4
8,12,40,0,243
8,12,45,0,238.2
8,12,50,0,239.6
8,12,55,0,239.2
8,13,0,0,249.4
8,13,5,0,242.6
8,13,10,0,241.6
8,13,15,0,238.2
8,13,20,0,238.8
8,13,25,0,251
8,13,30,0,242.8
8,13,35,0,238.8
8,13,40,0,240.6
8,13,45,0,243.6
8,13,50,0,244.6
8,13,55,0,241.4
8,14,0,0,240.2
8,14,5,0,240
8,14,10,0,241.4
8,14,15,0,232.6
8,14,20,6.6,234.6
8,14,25,0,239
8,14,30,0,241.6
8,14,35,0,245.2
8,14,40,0,240
8,14,45,0,238
8,14,50,0,239.2
8,14,55,0,243.2
8,15,0,0,241
8,15,5,0,234.2
8,15,10,0,242.4
8,15,15,0,237.6
8,15,20,0,242
8,15,25,0,239.8
8,15,30,0,247.6
8,15,35,0,241.6
8,15,40,0,237.6
8,15,45,5.4,244.6
8,15,50,29,245.2
8,15,55,25.4,240.6
8,16,0,38.6,196.6
8,16,5,42.4,167.8
8,16,10,66.2,203
8,16,15,48.4,191.2
8,16,20,50,177.4
8,16,25,42.4,179.4
8,16,30,45.4,188
8,16,35,56.2,176
8,16,40,54.8,179.6
8,16,45,39.4,180.6
8,16,50,24.8,181.2
8,16,55,39.2,181
8,17,0,49,175.8
8,17,5,54.4,165.4
8,17,10,57.2,174
8,17,15,36,171.6
8,17,20,24.2,175.6
8,17,25,31.8,174.6
8,17,30,10.4,175.6
8,17,35,0.2,171.6
8,17,40,1.8,170.8
8,17,45,2.6,173.4
8,17,50,0.6,166.4
8,17,55,1,177.2
8,18,0,19.6,169.2
8,18,5,0,175.8
8,18,10,0.2,176.6
8,18,15,33.4,176.2
8,18,20,42.2,166
8,18,25,33.4,179.8
8,18,30,8.8,171.2
8,18,35,2.2,173.2
8,18,40,0,172.4
8,18,45,0.8,175.2
8,18,50,0.4,169.6
8,18,55,7.8,172.6
8,19,0,36,34
8,19,5,32.4,0
8,19,10,16.8,0
8,19,15,51.2,0
8,19,20,19,0
8,19,25,36.4,0
8,19,30,29.6,0
8,19,35,39.6,0
8,19,40,33.4,0
8,19,45,42,0
8,19,50,20,0
8,19,55,14,0
8,20,0,29.8,0
8,20,5,56.2,0
8,20,10,41.6,0
8,20,15,22.2,0
8,20,20,13,0
8,20,25,0.2,0
8,20,30,0.2,0
8,20,35,0,0
8,20,40,0,0
8,20,45,0,0
8,20,50,0,0
8,20,55,0,0
8,21,0,0,0
8,21,5,0,0
8,21,10,0.8,0
8,21,15,0,0
8,21,20,27.8,0
8,21,25,33.4,0
8,21,30,35.6,0
8,21,35,26.8,0
8,21,40,35.8,0
8,21,45,44.8,0
8,21,50,28.2,0
8,21,55,25.6,0
8,22,0,31.2,0
8,22,5,48.4,0
8,22,10,44.6,0
8,22,15,28.8,0
8,22,20,48.8,0
8,22,25,26.2,0
8,22,30,43.8,0
8,22,35,44.4,0
8,22,40,61.6,0
8,22,45,17.6,0
8,22,50,46.4,0
8,22,55,57,0
8,23,0,49.4,0
8,23,5,65.2,0
8,23,10,39.2,0
8,23,15,36,0
8,23,20,39.6,0
8,23,25,33.2,0
8,23,30,50.6,0
8,23,35,25,0
8,23,40,30.4,0
8,23,45,26.6,0
8,23,50,57.2,0
8,23,55,38.2,0
9,0,0,26.2,0
9,0,5,30.4,0
9,0,10,38.8,0
9,0,15,38,0
9,0,20,50.4,0
9,0,25,19.2,0
9,0,30,37.6,0
9,0,35,44.4,0
9,0,40,35,0
9,0,45,24,0
9,0,50,37,0
9,0,55,40.6,0
9,1,0,17.8,0
9,1,5,50,0
9,1,10,6.2,0
9,1,15,0,0
9,1,20,0,0
9,1,25,0,0
9,1,30,0,0
9,1,35,0,0
9,1,40,0,0
9,1,45,0,0
9,1,50,0,0
9,1,55,0,0
9,2,0,0,0
9,2,5,0,0
9,2,10,0,0
9,2,15,0,0
9,2,20,0,0
9,2,25,0,0
9,2,30,0,0
9,2,35,0,0
9,2,40,0,0
9,2,45,0,0
9,2,50,0,0
9,2,55,0,0
9,3,0,0,0
9,3,5,0,0
9,3,10,0,0
9,3,15,0,0
9,3,20,0,0
9,3,25,0,0
9,3,30,0,0
9,3,35,0,0
9,3,40,0,0
9,3,45,0,0
9,3,50,31.6,0
9,3,55,15.8,0
9,4,0,17.2,0
9,4,5,32.6,0
9,4,10,23.2,0
9,4,15,23.8,0
9,4,20,36,0
9,4,25,40,0
9,4,30,48.8,0
9,4,35,40.2,0
9,4,40,44.2,0
9,4,45,21.2,0
9,4,50,35.6,0
9,4,55,39,0
9,5,0,39.6,0
9,5,5,49.2,0
9,5,10,32.8,0
9,5,15,24.8,0
9,5,20,37.2,0
9,5,25,40.2,0
9,5,30,33.4,0
9,5,35,21.2,0
9,5,40,34.4,0
9,5,45,56.8,0
9,5,50,43.4,0
9,5,55,57.2,0
9,6,0,68,0
9,6,5,46.6,0
9,6,10,41.4,0
9,6,15,46.2,0
9,6,20,26.6,0
9,6,25,41.6,0
9,6,30,34.8,0
9,6,35,25.6,0
9,6,40,31.6,0
9,6,45,16.8,0
9,6,50,21.2,0
9,6,55,35,0
9,7,0,52.8,148.2
9,7,5,32.4,182.6
9,7,10,39.2,190.2
9,7,15,3.6,194.4
9,7,20,24.4,188.6
9,7,25,28.4,190.2
9,7,30,35.6,186.2
9,7,35,19.2,177.8
9,7,40,18.2,185.2
9,7,45,13.8,179.4
9,7,50,0,183.4
9,7,55,0,180.8
9,8,0,0,184.2
9,8,5,0,185.6
9,8,10,0,182.2
9,8,15,0,178.4
9,8,20,0,187.4
9,8,25,0,183
9,8,30,0,186.8
9,8,35,0,184.6
9,8,40,0,179
9,8,45,0,178.2
9,8,50,0,183.4
9,8,55,0,181.8
9,9,0,0,185.4
9,9,5,0,188.6
9,9,10,0,182.2
9,9,15,0,184.4
9,9,20,0,183.4
9,9,25,0,177.4
9,9,30,0,179.4
9,9,35,0,186.2
9,9,40,0,181
9,9,45,0,178.8
9,9,50,0,179.2
9,9,55,21.2,174.4
9,10,0,37.4,176.4
9,10,5,30.8,174.4
9,10,10,21.2,183.2
9,10,15,22,164.2
